SG_UF,SG_UE,NM_UE,n_candidates_2016,top1_share_2016,margin_2016,hhi_2016,enp_2016,winner_party_2016,winner_sq_2016,winner_name_2016,winner_elected_2016
MG,51675,SANTANA DE CATAGUASES,3,0.6234676007005254,0.27215411558669006,0.5127690075788015,1.9501958683536886,PSDB,130000016659,MARIA JUCELIA BAESSO PROCACI,1
MG,51691,SANTANA DE PIRAPAMA,2,0.6172880789165691,0.23457615783313823,0.5275129869118786,1.8956879258160342,PSC,130000077258,DALTON SOARES SILVA,1
MG,51713,SANTANA DO DESERTO,3,0.5306049822064057,0.106049822064057,0.4637993439799395,2.156104817697311,DEM,130000049199,WALLACE SEBASTIAO VASCONCELOS LEITE,1
MG,51730,SANTANA DO GARAMBÉU,2,0.6502564102564102,0.30051282051282047,0.5451539776462854,1.834344132124877,PP,130000029649,ADAILTON FONSECA DA CUNHA,1
MG,51756,SANTANA DO JACARÉ,2,0.5389473684210526,0.07789473684210524,0.5030337950138504,1.9879380071719959,PP,130000047685,ALEIRIS SOARES VIANA,1
MG,51772,SANTANA DO MANHUAÇU,2,0.5030084235860409,0.006016847172081841,0.500018101224946,1.9999275977213558,PDT,130000017872,ROSA LUZIA MENDES ASSIS,1
MG,51799,SANTANA DO RIACHO,2,0.5715319662243667,0.14306393244873344,0.510233644383848,1.9598864383151133,PTB,130000027950,ANDRÉ FERREIRA TORRES,1
MG,51810,SANTANA DOS MONTES,2,0.6046301864101022,0.2092603728202045,0.5218949518164255,1.9160944104164204,PR,130000003414,ANTONIO ALVES NOGUEIRA FILHO,1
MG,51837,SANTA RITA DE CALDAS,2,0.5974554707379135,0.194910941475827,0.5189951375534966,1.9268003255558879,PR,130000027241,GERALDO DONIZETI DE CARVALHO,1
MG,51853,SANTA RITA DE JACUTINGA,2,0.7412458532989311,0.48249170659786217,0.6163991234678587,1.6223254737514947,DEM,130000012238,LUIZ FERNANDO OSORIO,1
MG,51870,SANTA RITA DE IBITIPOCA,3,0.5930109424638192,0.2072008471584892,0.5009599559625109,1.9961675341468503,PSC,130000031114,JOSE RESENDE NOGUEIRA,1
MG,51896,SANTA RITA DO ITUETO,2,0.5367738718524059,0.07354774370481176,0.5027046353020344,1.9892396643591346,PMDB,130000031809,FIRMINO TON,1
MG,51918,SANTA RITA DO SAPUCAÍ,4,0.6163052281112211,0.45554755691532445,0.43174812131123347,2.3161652608075434,PR,130000033598,JEFFERSON GONÇALVES MENDES,1
MG,51934,SANTA ROSA DA SERRA,2,0.5470467032967034,0.09409340659340665,0.5044267845821762,1.982448257239778,PMDB,130000002978,JOSE HUMBERTO RIBEIRO,1
MG,51950,SANTA VITÓRIA,2,0.5550529004013134,0.11010580080262677,0.5060616436851939,1.9760438525194188,PMDB,130000039071,ISPER SALIM CURI,1
MG,51977,SANTO ANTÔNIO DO AMPARO,2,0.7276037175433554,0.45520743508671074,0.603606904479111,1.6567073580163245,PMDB,130000010725,EVANDRO PAIVA CARRARA,1
MG,51993,SANTO ANTÔNIO DO AVENTUREIRO,2,0.5685140073081608,0.13702801461632158,0.5093883383948454,1.9631387776782272,PPS,130000008637,PAULO ROBERTO PIRES,1
MG,52019,SANTO ANTÔNIO DO GRAMA,3,0.4631111111111111,0.05837037037037035,0.39575010150891626,2.5268471092924534,PP,130000004130,ALCIONE FERREIRA DE ALBUQUERQUE LIMA,1
MG,52035,SANTO ANTÔNIO DO ITAMBÉ,2,0.8016405667412378,0.6032811334824757,0.6819740630079503,1.466331425552092,PC do B,130000007316,JOÃO ANTÔNIO BARACHO JÚNIOR,1
MG,52051,SANTO ANTÔNIO DO JACINTO,3,0.4336051252184042,0.01936517181129882,0.3827592637128662,2.612608223507735,PRB,130000061995,EMERSON PINHEIRO RUAS,1
MG,52078,SANTO ANTÔNIO DO MONTE,2,0.6781352501919184,0.35627050038383695,0.5634643347218747,1.7747352199205273,PSDB,130000007785,EDMILSON APARECIDO DA COSTA,1
MG,52094,SANTO ANTÔNIO DO RIO ABAIXO,2,0.5055555555555555,0.011111111111111072,0.5000617283950617,1.9997531168991485,PPS,130000031198,JORGE ANTÔNIO DE SÁ,1
MG,52116,SANTO HIPÓLITO,2,0.5426704777460187,0.08534095549203752,0.503641539342147,1.9855391620520282,PMDB,130000044453,GILSON SANTIAGO ARANHA JUNIOR,1
MG,52132,SANTOS DUMONT,5,0.38312829525483305,0.10321470415934386,0.278544067164256,3.5900962105586873,PPS,130000090613,CARLOS ALBERTO DE AZEVEDO,1
MG,52159,SÃO BENTO ABADE,5,0.33102218700475433,0.02535657686212356,0.26122002154907187,3.828190481226737,PT,130000093260,JANE REZENDE SILVA ELIZEI,1
MG,52175,SÃO BRÁS DO SUAÇUÍ,2,0.6325581395348837,0.2651162790697674,0.5351433207138994,1.868658285159882,PSD,130000013683,ELIAS RIBEIRO DE SOUZA,1
MG,52191,SÃO DOMINGOS DO PRATA,4,0.3973634651600753,0.06864406779661014,0.32375294810275185,3.08877496208196,PR,130000048557,JOSE ALFREDO DE CASTRO PEREIRA,1
MG,52213,SÃO FRANCISCO,4,0.39762475331265856,0.10466591485762616,0.32220951996743713,3.1035706210699834,PR,130000033997,EVANILSO APARECIDO CARNEIRO,1
MG,52230,SÃO FRANCISCO DE PAULA,2,0.5691750159880622,0.13835003197612444,0.5095703656738972,1.962437510818587,PSDB,130000077577,MERITON BALDUÍNO ALVES,1
MG,52256,SÃO FRANCISCO DE SALES,2,0.5567058823529412,0.11341176470588232,0.5064311141868512,1.974602215358836,PRB,130000025151,JOSÉ SEBASTIÃO DE OLIVEIRA,1
MG,52272,SÃO FRANCISCO DO GLÓRIA,2,0.5035002692514808,0.007000538502961728,0.5000245037696657,1.9999019897245798,PMDB,130000008231,WALACE FERREIRA PEDROSA,1
MG,52299,SÃO GERALDO,2,0.6338183827592558,0.2676367655185117,0.5358147191286055,1.866316777609802,PSDB,130000008297,MARCILIO MOREIRA BARROS,1
MG,52310,SÃO GERALDO DA PIEDADE,2,0.6119063109954457,0.22381262199089136,0.5250460448812189,1.904594863153821,PP,130000077479,OZANAM OLIVEIRA DE FARIAS,1
MG,52337,SÃO GONÇALO DO ABAETÉ,2,0.5076887766812027,0.015377553362405372,0.5001182345737069,1.9995271735140485,PHS,130000093172,JOÃO PAULINO RODRIGUES NETO,1
MG,52353,SÃO GONÇALO DO PARÁ,2,0.5373004354136429,0.07460087082728589,0.5027826449640946,1.988931022214208,PMDB,130000042128,ANTONIO ANDRE NASCIMENTO GUIMARAES,1
MG,52370,SÃO GONÇALO DO RIO ABAIXO,2,0.5242027040974301,0.04840540819486017,0.5011715417712556,1.9953247873288453,PDT,130000016205,ANTÔNIO CARLOS NORONHA BICALHO,1
MG,52396,SÃO GONÇALO DO SAPUCAÍ,3,0.6470588235294118,0.3277033585711513,0.5218010341237626,1.916439283565729,PSB,130000011493,ELOI RADIN ALLERAND,1
MG,52418,SÃO GOTARDO,5,0.5139332287213896,0.1978789026567827,0.38275664205761506,2.612626118319518,PT,130000038452,SEIJI EDUARDO SEKITA,1
MG,52434,SÃO JOÃO BATISTA DO GLÓRIA,4,0.37076648841354726,0.02990691225985348,0.2979762871296431,3.355971744036536,PMDB,130000023182,APARECIDA NILVA DOS SANTOS,1
MG,52450,SÃO JOÃO DA MATA,2,0.5546218487394958,0.1092436974789916,0.5059670927194408,1.9764131193300762,PSD,130000017070,DENIZE VILHENA BORGES SILVA,1
MG,52477,SÃO JOÃO DA PONTE,3,0.529242689327668,0.08797800549862533,0.47568216043964506,2.1022440679208123,PT,130000015097,DANILO WAGNER VELOSO,1
MG,52493,SÃO JOÃO DEL REI,5,0.4586622694012161,0.09949500154591362,0.3544032677244025,2.821644412087188,PSL,130000014753,NIVALDO JOSE DE ANDRADE,1
MG,52515,SÃO JOÃO DO ORIENTE,3,0.4666666666666667,0.016456759026028556,0.4273762426144587,2.3398586544786304,PMDB,130000043139,JOAQUIM COELHO DA SILVA,1
MG,52531,SÃO JOÃO DO PARAÍSO,2,0.7759562841530054,0.5519125683060109,0.6523037415270685,1.5330281528953997,PMN,130000044455,MÔNICA CRISTINE MENDES DE SOUSA,1
MG,52558,SÃO JOÃO EVANGELISTA,2,0.5138749582079573,0.027749916415914455,0.5003850289305452,1.9984610693434692,PSDB,130000050520,PEDRO DE QUEIROZ BRAGA,1
MG,52574,SÃO JOÃO NEPOMUCENO,4,0.46345120579782584,0.23859802574034739,0.3160461631211675,3.1640947326312405,PSB,130000010499,ERNANDES JOSE DA SILVA,1
MG,52590,SÃO JOSÉ DA SAFIRA,2,0.5945945945945946,0.1891891891891892,0.5178962746530315,1.930888575458392,PSDB,130000014755,ANTONIO LACERDA FILHO,1
MG,52612,SÃO JOSÉ DA VARGINHA,2,0.5438056125941136,0.08761122518822728,0.5038378633894911,1.984765482436463,PMDB,130000040503,VANDEIR PAULINO DA SILVA,1
MG,52639,SÃO JOSÉ DO ALEGRE,3,0.4460019114367633,0.03026441541892322,0.39087136205143425,2.5583864592986254,PMDB,130000032436,JOSÉ CARLOS DA SILVA,1
MG,52655,SÃO JOSÉ DO DIVINO,3,0.5387108390349298,0.08066258552394673,0.5000280741193057,1.9998877098276726,PMDB,130000005895,MARCOS ROGERIO DA SILVA,1
MG,52671,SÃO JOSÉ DO GOIABAL,2,0.5587121212121212,0.11742424242424243,0.5068942263544536,1.9727981657868294,PSB,130000018858,JOSE ROBERTO GARIFF GUIMARAES,1
MG,52698,SÃO JOSÉ DO JACURI,5,0.40855229263266357,0.08062854198866565,0.32907345783562014,3.0388351785561607,DEM,130000014185,CLAUDIO JOSE SANTOS ROCHA,1
MG,52710,SÃO JOSÉ DO MANTIMENTO,2,0.6017282010997643,0.20345640219952865,0.5206972537979881,1.9205017746991309,PSDB,130000009781,CLEBER DA MATA SABINO,1
MG,52736,SÃO LOURENÇO,4,0.5600083489876853,0.22091421415153412,0.43579121100445717,2.2946768423692974,PR,130000087286,CELIA SHIGUEMATSU CAVALCANTI FREITAS LIMA,1
MG,52752,SÃO MIGUEL DO ANTA,2,0.5702746365105008,0.14054927302100162,0.5098770490733661,1.9612571340823586,PSB,130000028036,WAGNER DAMIÃO,1
MG,52779,SÃO PEDRO DA UNIÃO,2,0.5920356446672236,0.18407128933444722,0.5169411197786229,1.934456288616089,PSDB,130000048717,CUSTODIO RIBEIRO GARCIA,1
MG,52795,SÃO PEDRO DOS FERROS,3,0.6451803666469544,0.2976542479794993,0.5370853040192336,1.8619016244097213,PP,130000055955,NEWTON GABRIEL AVELAR,1
MG,52817,SÃO PEDRO DO SUAÇUÍ,2,0.6219478737997256,0.24389574759945126,0.5297425678485476,1.8877093529812357,PSDB,130000018368,RICARDO ARAUJO SOUZA,1
MG,52833,SÃO ROMÃO,2,0.5528900642236494,0.10578012844729878,0.5055947177871635,1.9778687648808917,PSDB,130000044491,MARCELO MEIRELES DE MENDONÇA,1
MG,52850,SÃO ROQUE DE MINAS,3,0.46395120888695274,0.09235460683946856,0.38037928136935684,2.6289549641085146,DEM,130000017610,ROLDAO DE FARIA MACHADO,1
MG,52876,SÃO SEBASTIÃO DA BELA VISTA,2,0.8269532124468323,0.6539064248936646,0.7137968062586069,1.4009589160836093,PT,130000002742,AUGUSTO HART FERREIRA,1
MG,52892,SÃO SEBASTIÃO DO MARANHÃO,3,0.4860787058640535,0.061906983978845864,0.4242491436607255,2.357105523823298,PMDB,130000004128,AGUINALDO TIMOTE FERREIRA BESSA,1
MG,52914,SÃO SEBASTIÃO DO OESTE,2,0.5724711473183979,0.1449422946367957,0.5105041343872899,1.9588479948359399,PDT,130000007751,BELARMINO LUCIANO LEITE,1
MG,52930,SÃO SEBASTIÃO DO PARAÍSO,4,0.43456430672331325,0.12011646216465138,0.32336432159380446,3.0924871212481952,PTB,130000026036,WALKER AMERICO OLIVEIRA,1
MG,52957,SÃO SEBASTIÃO DO RIO PRETO,3,0.4599559147685525,0.16752387950036735,0.35838766606867817,2.7902745955782113,PSD,130000072422,SEBASTIAO EXPEDITO QUINTAO DE ALMEIDA,1
MG,52973,SÃO SEBASTIÃO DO RIO VERDE,2,0.5791934541203975,0.15838690824079488,0.5125432063510391,1.9510550283542405,PV,130000011064,SANDRO LISBOA MARTINS,1
MG,52990,SÃO TIAGO,2,0.7872573575453976,0.5745147150907952,0.6650335789279287,1.503683470558067,PSDB,130000034166,DENILSON SILVA REIS,1
MG,53015,SÃO TOMÁS DE AQUINO,2,0.5778347213324792,0.15566944266495836,0.5121164876898093,1.9526807358049822,PMDB,130000020051,JOSE CARLOS PIMENTA,1
MG,53031,SÃO THOMÉ DAS LETRAS,3,0.44772545889864324,0.025538707102952918,0.3956225728642319,2.5276616365951794,PT,130000064574,MARISA MACIEL DE SOUZA,1
MG,53058,SÃO VICENTE DE MINAS,2,0.5090949921401302,0.018189984280260474,0.5001654377640581,1.9993384678285742,PMDB,130000066738,JACINTO ALAIR DE PAULA,1
MG,53074,SAPUCAÍ-MIRIM,1,1.0,1.0,1.0,1.0,PMDB,130000012521,JEFFERSON BENEDITO RENNO,1
MG,53090,SARDOÁ,2,0.5299503008108815,0.05990060162176297,0.5017940410373245,1.9928494924586357,PP,130000048457,JOSE ANTONIO COELHO,1
MG,53112,SENADOR CORTES,3,0.563229118058796,0.15398973401773214,0.485461896256224,2.0598939025117757,PTB,130000005490,PEDRO PAULO DOS SANTOS,1
MG,53139,SENADOR FIRMINO,4,0.5355702236890356,0.27942794279427946,0.3801873831191946,2.6302819199196956,PSDB,130000025218,ANTÔNIO DONIZETI DURSO,1
MG,53155,SENADOR JOSÉ BENTO,2,0.521402784940691,0.04280556988138212,0.5009161584064349,1.9963420688629832,PMDB,130000004196,FERNANDO CESAR FERNANDES,1
MG,53171,SENADOR MODESTINO GONÇALVES,4,0.3243021346469622,0.017515051997810616,0.2785017296653104,3.5906419726791303,PTB,130000028419,VALMIR JOSÉ GUIMARÃES,1
MG,53198,SENHORA DE OLIVEIRA,2,0.5664221678891606,0.1328443357783211,0.5088238087741916,1.9653168400454801,PR,130000015082,RICARDO SILVINO RODRIGUES MILAGRES,1
MG,53210,SENHORA DO PORTO,4,0.5341130604288499,0.2323586744639376,0.4031442913109067,2.480501452093726,PTC,130000010534,JOSÉ DE AGUIAR MOURÃO SOBRINHO,1
MG,53236,SENHORA DOS REMÉDIOS,2,0.5683760683760684,0.1367521367521367,0.5093505734531375,1.963284331301542,PMDB,130000041584,SÔNIA MARIA COELHO MILAGRES,1
MG,53252,SERICITA,2,0.7241071428571428,0.4482142857142857,0.6004480229591838,1.665423087033757,PSDB,130000040053,MARILDA ENI COELHO REIS,1
MG,53279,SERITINGA,2,0.512646514497224,0.025293028994447908,0.500319868657857,1.99872134337293,DEM,130000057503,MARCO ANTONIO MANSUR MOREIRA,1
MG,53295,SERRA AZUL DE MINAS,3,0.5117216117216117,0.17179487179487174,0.3994174079888365,2.503646511140419,PSDB,130000019107,LEONARDO DO CARMO COELHO,1
MG,53317,SERRA DA SAUDADE,2,0.5651672433679354,0.13033448673587084,0.5084935392163514,1.9665933249439473,PP,130000002316,ALAOR JOSE MACHADO,1
MG,53333,SERRA DOS AIMORÉS,4,0.42919540229885056,0.04229885057471261,0.35126912405866034,2.8468200918023316,PDT,130000020301,IRAN PACHECO CORDEIRO,1
MG,53350,SERRA DO SALITRE,2,0.6196645302059185,0.23932906041183694,0.5286391995788065,1.8916493532767726,PV,130000022268,PAULO GIOVANI SILVEIRA DE MELO,1
MG,53376,SERRANIA,2,0.8609251369446135,0.721850273889227,0.760533908956976,1.314865764987963,PMDB,130000009934,LUIZ GONZAGA RIBEIRO NETO,1
MG,53392,SERRANOS,3,0.4279354479688369,0.0005564830272676291,0.38671544641427663,2.585880676017089,PT,130000077460,JOSE DA CUNHA VASCONCELOS FILHO,1
MG,53414,SERRO,4,0.685954313762507,0.4792335284123088,0.5191121963629254,1.926365835760239,PP,130000022938,GUILHERME SIMOES NEVES,1
MG,53430,SETE LAGOAS,4,0.4885094574151338,0.16236112583228146,0.3719061758626846,2.6888502125041898,PMDB,130000076609,LEONE MACIEL FONSECA,1
MG,53457,SILVEIRÂNIA,3,0.5157629255989912,0.12189995796553171,0.4293069118694985,2.329335895490967,DEM,130000038822,JANIO DAVID LAMAS,1
MG,53473,SILVIANÓPOLIS,2,0.6001026694045175,0.20020533880903496,0.5200410888438203,1.9229249792997067,PSDB,130000056132,VITOR NERY DE MORAIS,1
MG,53490,SIMÃO PEREIRA,4,0.3467465753424658,0.0663527397260274,0.2846061204025146,3.5136278818800997,PPS,130000065594,ANTONIO JOSE GONÇALVES DA SILVA,1
MG,53511,SIMONÉSIA,3,0.421348800969613,0.07133581508094539,0.3523193348778695,2.8383341503146493,PT,130000092766,LAERTE AUGUSTO DE SOUZA,1
MG,53538,SOBRÁLIA,2,0.5190883190883191,0.03817663817663819,0.500728727851235,1.9970893307665323,PR,130000020262,MARIA DAS NEVES BELTRAME ANDRADE,1
MG,53554,SOLEDADE DE MINAS,3,0.44994026284348865,0.12735961768219833,0.3582512500553122,2.7913370849246304,PPS,130000065099,EMERSON FERREIRA MACIEL,1
MG,53570,TABULEIRO,2,0.6139455782312925,0.227891156462585,0.5259671895969271,1.9012592796260657,PP,130000086380,DAURO MARTINS VIDAL,1
MG,53597,TAIOBEIRAS,2,0.5229856374424666,0.04597127488493319,0.501056679057273,1.995782197498051,PSDB,130000075233,DANILO MENDES RODRIGUES,1
MG,53619,TAPIRA,2,0.5869314910765688,0.1738629821531376,0.5151141682815912,1.9413172100002154,PTB,130000023334,LILIANE MACHADO COSTA VENÂNCIO,1
MG,53635,TAPIRAÍ,2,0.5366008911521324,0.07320178230426477,0.5026792504662605,1.9893401191166122,PMDB,130000060983,LEONARDO JOSÉ DE OLIVEIRA,1
MG,53651,TAQUARAÇU DE MINAS,4,0.4483510493322431,0.05042245843554105,0.3791087081208486,2.637765840190697,PSC,130000061622,ALCIDES HIPOLITO DA ASSUNÇAO FERREIRA FILHO,1
MG,53678,TARUMIRIM,2,0.5644765873988723,0.1289531747977446,0.5083144606452088,1.967286153399393,DEM,130000008883,MARCILIO DE PAULA BOMFIM,1
MG,53694,TEIXEIRAS,3,0.6118389131489568,0.4106016496846191,0.44978380759941616,2.223290352174292,PR,130000007609,JOSÉ DIOGO DRUMOND NETO,1
MG,53716,TEÓFILO OTONI,4,0.4553489560629519,0.09085033144437599,0.3698393605615534,2.7038766195183466,PT,130000035418,DANIEL BATISTA SUCUPIRA,1
MG,53732,TIMÓTEO,9,0.254971531147449,0.10400246823549211,0.15471083206145503,6.463671526262459,PSB,130000093411,DOUGLAS WILLKYS ALVES OLIVEIRA,1
MG,53759,TIRADENTES,1,1.0,1.0,1.0,1.0,PSDB,130000028536,JOSÉ ANTONIO DO NASCIMENTO,1
MG,53775,TIROS,2,0.7252841518335835,0.45056830366716705,0.6015058981347543,1.6624940887545077,PMDB,130000024721,JULIO ANDRE DE OLIVEIRA,1
MG,53791,TOCANTINS,3,0.5321057151035207,0.08281652514073085,0.4853434178207406,2.060396748533521,PHS,130000010874,IEDER WASHINGTON DE OLIVEIRA,1
MG,53813,TOLEDO,2,0.5141666666666667,0.02833333333333332,0.5004013888888889,1.9983957323148918,PSDB,130000030650,EDIO DONIZETI LEME,1
MG,53830,TOMBOS,2,0.5082496413199427,0.01649928263988526,0.5001361131638155,1.9994556955187481,PSD,130000060757,LUCIENE TEIXEIRA DE MORAES,1
MG,53856,TRÊS CORAÇÕES,3,0.5780638483682117,0.1690655626354433,0.501604798896631,1.9936013415335696,PMDB,130000034349,CLAUDIO COSME PEREIRA DE SOUZA,1
MG,53872,TRÊS PONTAS,3,0.6096434071792441,0.24138135292027008,0.5077701931584152,1.9693948433243658,PSD,130000060967,LUIZ ROBERTO LAURINDO DIAS,1
MG,53899,TUMIRITINGA,2,0.6025086505190311,0.20501730103806226,0.5210160468624657,1.91932668105321,SD,130000031075,JOSE PAULO BRETAS CABRAL,1
MG,53910,TUPACIGUARA,3,0.4997405293201868,0.012519460300985996,0.48729496665929684,2.0521451449737063,PROS,130000064540,CARLOS ALVES DE OLIVEIRA,1
MG,53937,TURMALINA,3,0.49371207457567495,0.01028933251253189,0.47797197673580544,2.0921728650898306,PTB,130000048669,CARLINHOS BARBOSA XAVIER,1
MG,53953,TURVOLÂNDIA,2,0.5601892931085478,0.12037858621709557,0.5072455020098134,1.9714319713783355,PDT,130000015214,ELIVELTO CARVALHO,1
MG,53970,UBÁ,5,0.36381380120886503,0.09244879113498994,0.27473667656304057,3.63984893647988,PHS,130000012220,EDSON TEIXEIRA FILHO,1
MG,53996,UBAÍ,3,0.8574040219378428,0.7411053297707777,0.7493585898804068,1.334474594011919,PR,130000013396,MARCO ANTONIO ANDRADE,1
MG,54011,UBERABA,6,0.5529908877131099,0.29580393885949435,0.3977483245495526,2.514152639442274,PMDB,130000025687,PAULO PIAU NOGUEIRA,1
MG,54038,UBERLÂNDIA,5,0.7205322482712578,0.554184520024057,0.5574616127027676,1.7938454903677628,PP,130000069780,ODELMO LEÃO CARNEIRO SOBRINHO,1
MG,54054,UMBURATIBA,3,0.5755173932188463,0.166446499339498,0.4987967870112329,2.0048244616649464,PTB,130000048840,GILNÁDIO RODRIGUES DA SILVA,1
MG,54070,UNAÍ,3,0.42329453079274243,0.05059504454705083,0.3597016079309652,2.7800820956906107,PSDB,130000082353,JOSÉ GOMES BRANQUINHO,1
MG,54097,URUCÂNIA,2,0.581515937166387,0.1630318743327741,0.5132896960242287,1.9482175616336495,PRB,130000034459,FREDERICO BRUM DE CARVALHO,1
MG,54119,VARGEM BONITA,1,1.0,1.0,1.0,1.0,PMDB,130000038889,SAMUEL ALVES DE MATOS,1
MG,54135,VARGINHA,4,0.43982874651200965,0.15478470208458722,0.3129906920705572,3.194983190664887,PTB,130000026132,ANTÔNIO SILVA,1
MG,54151,VÁRZEA DA PALMA,4,0.6764494980536775,0.3958717475927064,0.537552523885311,1.8602833315193474,PHS,130000031021,EDUARDO MONTEIRO DE MORAIS,1
MG,54178,VARZELÂNDIA,3,0.5377202643171806,0.10297356828193827,0.47890584064313296,2.088093138845579,PMDB,130000057871,VALQUIRIA RODRIGUES CARDOSO,1
MG,54194,VAZANTE,2,0.5821790978446041,0.16435819568920818,0.513506808245106,1.947393849396992,PSD,130000060820,JACQUES SOARES GUIMARAES,1
MG,54216,WENCESLAU BRAZ,3,0.46734454438795464,0.09425107547907707,0.3830696873123064,2.6104910754390414,PTB,130000031575,GERALDO MAGELA ELOI,1
MG,54232,VERÍSSIMO,2,0.6442185514612452,0.2884371029224904,0.5415979811711596,1.8463879755193786,PV,130000025679,LUIZ CARLOS DA SILVA,1
MG,54259,VESPASIANO,4,0.5252668146980876,0.1310973425972352,0.4360618285291461,2.2932527787929518,PSDB,130000006632,ILCE ALVES ROCHA PERDIGÁO,1
MG,54275,VIÇOSA,3,0.6407546160021408,0.2970564624029971,0.5289366150885823,1.890585698690055,PSDB,130000018838,ANGELO CHEQUER,1
MG,54291,VIEIRAS,2,0.5480078380143697,0.0960156760287394,0.5046095050216279,1.9817304074705038,PT,130000044001,ADRIANO DOS SANTOS,1
MG,54313,MATHIAS LOBATO,2,0.5494087837837838,0.09881756756756754,0.5048824558299854,1.9806590394512362,SD,130000004074,VALDIR BATISTA GONÇALVES,1
MG,54330,VIRGEM DA LAPA,2,0.5195923640017224,0.0391847280034448,0.500767721454352,1.996933822123669,PSDB,130000014071,DIOGÉNES TIMO SILVA,1
MG,54356,VIRGÍNIA,2,0.5174311926605505,0.03486238532110092,0.5006076929551385,1.9975721789189804,PMDB,130000014934,CARLOS EDUARDO COSTA NEGREIROS,1
MG,54372,VIRGINÓPOLIS,2,0.5649942043384666,0.12998840867693323,0.5084484931951807,1.9667675553836776,PSC,130000049333,BOBY CHARLES DAS DORES LEÃO,1
MG,54399,VIRGOLÂNDIA,3,0.560619600834078,0.14477211796246647,0.48777726399933125,2.050116054612523,PMDB,130000089617,ARNALDO DE OLIVEIRA BRAGA,1
MG,54410,VISCONDE DO RIO BRANCO,2,0.5329267174172246,0.06585343483444928,0.5021683374397475,1.9913641013258518,PT,130000015939,IRAN SILVA COURI,1
MG,54437,VOLTA GRANDE,3,0.4026792750197006,0.04018912529550828,0.3486951062525732,2.867834913850674,PMDB,130000026685,JORGE LUIZ GOMES DA COSTA,1
MG,54453,ITAÚ DE MINAS,3,0.531799591002045,0.14867075664621676,0.43683568151688895,2.28919028896072,PSD,130000025173,RONILTON GOMES CINTRA,1
MS,55000,NOVA ALVORADA DO SUL,2,0.5673627484001347,0.1347254968002694,0.5090754797440397,1.9643452489654274,PMDB,120000003167,ARLEI SILVA BARBOSA,1
MS,55018,ALCINÓPOLIS,4,0.4264607118871726,0.1420416386836803,0.33370415958353206,2.996666272449272,DEM,120000002693,DALMY CRISOSTOMO DA SILVA,1
MS,55026,LAGUNA CARAPÃ,2,0.5341074020319303,0.06821480406386066,0.5023266297467355,1.990736586081815,PMDB,120000004397,ITAMAR BILIBIO,1
MS,55034,JAPORÃ,3,0.416338457629272,0.08817176978782876,0.34630870700088473,2.8875970479062927,PL,120000631476,PAULO CESAR FRANJOTTI,1
MS,55042,NOVO HORIZONTE DO SUL,2,0.678818921361856,0.3576378427237119,0.5639524132740352,1.7731992566438064,PDT,120000006462,MARCÍLIO ALVARO BENEDITO,1
MS,55050,PARAÍSO DAS ÁGUAS,2,0.6660395108184384,0.33207902163687675,0.5551382383056527,1.8013531243174994,PMDB,120000001231,IVAN DA CRUZ PEREIRA,1
MS,55069,FIGUEIRÃO,2,0.5225225225225225,0.04504504504504503,0.5010145280415551,1.9959501052972621,PSDB,120000001214,ROGÉRIO RODRIGUES ROSALIN,1
MS,90034,ÁGUA CLARA,3,0.5127069246910702,0.058521799953369036,0.4702486545502027,2.1265345266250884,PDT,120000002465,EDVALDO ALVES DE QUEIROZ,1
MS,90115,AMAMBAI,4,0.4011443808677296,0.11210488306205213,0.29837534934891385,3.3514832984095513,PSDB,120000005196,EDINALDO LUIZ DE MELO BANDEIRA,1
MS,90131,ANASTÁCIO,4,0.46695217701641684,0.04618129907209134,0.4057072214656504,2.464831649748354,PSDB,120000002798,NILDO ALVES DE ALBRES,1
MS,90158,ANAURILÂNDIA,2,0.5576412590064467,0.11528251801289341,0.5066450294796965,1.9737685002593606,PMDB,120000009123,EDSON STEFANO TAKAZONO,1
MS,90174,ANTÔNIO JOÃO,3,0.4219245682058512,0.08195276700740217,0.35029450576866517,2.8547407496605186,PMDB,120000003844,MARCELEIDE HARTEMAM PEREIRA MARQUES,1
MS,90190,APARECIDA DO TABOADO,3,0.4468525778533915,0.010725645387972438,0.4035777225611429,2.477837462518754,PSB,120000007532,JOSE ROBSON SAMARA RODRIGUES DE ALMEIDA,1
MS,90212,AQUIDAUANA,3,0.6243160338252363,0.3095257834521638,0.49257145644535233,2.030162298109013,PSDB,120000001781,ODILON FERRAZ ALVES RIBEIRO,1
MS,90298,BANDEIRANTES,4,0.32359125315391085,0.0073591253153910685,0.2888196291913327,3.4623685474560864,DEM,120000009045,ALVARO NACKLE URT,1
MS,90379,BATAGUASSU,2,0.5861407413091858,0.17228148261837162,0.5148404546265921,1.9423493064959096,PSDB,120000008721,PEDRO ARLEI CARAVINA,1
MS,90395,BATAYPORÃ,2,0.5735610957217605,0.14712219144352107,0.510822469607572,1.9576272765922527,PMDB,120000001499,JORGE LUIZ TAKAHASHI,1
MS,90417,BELA VISTA,5,0.2893117873841358,0.016815683701090933,0.24703948441668683,4.047935909359649,PSDB,120000003953,REINALDO MIRANDA BENITES,1
MS,90433,BONITO,2,0.5722034431255404,0.14440688625108083,0.5104266743983663,1.9591452605385244,PSDB,120000007323,ODILSON ARRUDA SOARES,1
