key,id_municipio,id_municipio_tse
PB|SERRA BRANCA,2515500,22110
PB|CONGO,2504702,19950
PB|ALCANTIL,2500536,19763
PB|CATURITE,2504355,19801
PB|BARRA DE SAO MIGUEL,2501708,19356
PB|SAO DOMINGOS DO CARIRI,2513943,19224
PB|RIACHO DE SANTO ANTONIO,2512788,19828
PB|BARRA DE SANTANA,2501575,19780
PB|CABACEIRAS,2503100,19631
PB|SANTO ANDRE,2513851,19267
PB|CARAUBAS,2504074,19240
PB|GURJAO,2506509,20311
PB|BOQUEIRAO,2502508,19518
PB|SAO JOAO DO CARIRI,2514008,21814
PB|ARARA,2500908,19178
PB|OLIVEDOS,2510501,21113
PB|POCINHOS,2512002,21415
PB|REMIGIO,2512705,21555
PB|ALGODAO DE JANDAIRA,2500577,19925
PB|SOLEDADE,2516102,22233
PB|CUITE,2505105,20036
PB|DAMIAO,2505352,19275
PB|BARRA DE SANTA ROSA,2501609,19330
PB|NOVA FLORESTA,2510105,21032
PB|SOSSEGO,2516151,19283
PB|RIACHAO,2512747,19208
PB|DONA INES,2505709,20150
PB|TACIMA,2516409,22292
PB|CASSERENGUE,2504157,19607
PB|ARARUNA,2501005,19194
PB|SOLANEA,2516003,22217
PB|CACIMBA DE DENTRO,2503506,19712
PB|ESPERANCA,2506004,20214
PB|SAO SEBASTIAO DE LAGOA DE ROCA,2515104,22039
PB|AREIAL,2501203,19232
PB|MONTADAS,2509503,20915
PB|BANANEIRAS,2501500,19313
PB|PILOES,2511608,21334
PB|BORBOREMA,2502706,19550
PB|SERRARIA,2515906,22195
PB|AREIA,2501104,19216
PB|ALAGOA GRANDE,2500304,19054
PB|MATINHAS,2509339,19143
PB|ALAGOA NOVA,2500403,19070
PB|BELEM,2501906,19399
PB|LAGOA DE DENTRO,2508208,20656
PB|CAICARA,2503605,19739
PB|LOGRADOURO,2508554,19160
PB|CUITEGI,2505204,20052
PB|ALAGOINHA,2500502,19097
PB|ARACAGI,2500809,19151
PB|MULUNGU,2509800,20974
PB|SERTAOZINHO,2515930,19186
PB|PIRPIRITUBA,2511806,21377
PB|PILOEZINHOS,2511707,21350
PB|DUAS ESTRADAS,2505808,20176
PB|GUARABIRA,2506301,20273
PB|SERRA DA RAIZ,2515609,22136
PB|LAGOA SECA,2508307,20672
PB|FAGUNDES,2506103,20230
PB|SERRA REDONDA,2515807,22179
PB|MASSARANDUBA,2509206,20850
PB|PUXINANA,2512408,21490
PB|CAMPINA GRANDE,2504009,19810
PB|BOA VISTA,2502151,19941
PB|QUEIMADAS,2512507,21512
PB|GURINHEM,2506400,20290
PB|JUAREZ TAVORA,2507606,20532
PB|CALDAS BRANDAO,2503803,19771
PB|ITABAIANA,2506905,20397
PB|MOGEIRO,2509404,20893
PB|SALGADO DE SAO FELIX,2513109,21636
PB|INGA,2506806,20370
PB|RIACHAO DO BACAMARTE,2512754,19127
PB|ITATUBA,2507200,20451
PB|NATUBA,2509909,20990
PB|SANTA CECILIA,2513158,20001
PB|AROEIRAS,2501302,19259
PB|GADO BRAVO,2506251,19623
PB|UMBUZEIRO,2517001,22411
PB|CUITE DE MAMANGUAPE,2505238,19089
PB|CURRAL DE CIMA,2505279,19100
PB|JACARAU,2507309,20478
PB|CAPIM,2504033,19062
PB|PEDRO REGIS,2512721,19747
PB|RIO TINTO,2512903,21598
PB|BAIA DA TRAICAO,2501401,19291
PB|MAMANGUAPE,2508901,20796
PB|ITAPOROROCA,2507101,20435
PB|MARCACAO,2509057,19968
PB|MATARACA,2509305,20877
PB|PILAR,2511509,21318
PB|SAO MIGUEL DE TAIPU,2515005,22012
PB|MARI,2509107,20834
PB|SOBRADO,2515971,19020
PB|JURIPIRANGA,2507903,20591
PB|CRUZ DO ESPIRITO SANTO,2504900,19992
PB|SAPE,2515302,22071
PB|RIACHAO DO POCO,2512762,19003
PB|SAO JOSE DOS RAMOS,2514453,19046
PB|CONDE,2504603,19933
PB|BAYEUX,2501807,19372
PB|LUCENA,2508604,20737
PB|CABEDELO,2503209,19658
PB|JOAO PESSOA,2507507,20516
PB|SANTA RITA,2513703,21750
PB|PEDRAS DE FOGO,2511202,21253
PB|ALHANDRA,2500601,19119
PB|PITIMBU,2511905,21393
PB|CAAPORA,2503001,19615
PE|SANTA FILOMENA,2612554,23329
PE|IPUBI,2607307,24457
PE|MOREILANDIA,2614303,25852
PE|SANTA CRUZ,2612455,23108
PE|TRINDADE,2615607,26115
PE|EXU,2605301,24058
PE|OURICURI,2609907,24970
PE|BODOCO,2602001,23396
PE|GRANITO,2606309,24252
PE|ARARIPINA,2601102,23213
PE|SAO JOSE DO BELMONTE,2613503,25690
PE|MIRANDIBA,2609303,24856
PE|SERRITA,2614006,25798
PE|SALGUEIRO,2612208,25437
PE|CEDRO,2604304,23850
PE|PARNAMIRIM,2610400,25070
PE|VERDEJANTE,2616100,26212
PE|CALUMBI,2603405,23671
PE|TRIUNFO,2615706,26131
PE|SERRA TALHADA,2613909,25771
PE|FLORES,2605608,24112
PE|SANTA CRUZ DA BAIXA VERDE,2612471,23043
PE|CARNAIBA,2603900,23779
PE|ITAPETIM,2607703,24538
PE|AFOGADOS DA INGAZEIRA,2600104,23019
PE|SAO JOSE DO EGITO,2613602,25712
PE|SOLIDAO,2614402,25879
PE|INGAZEIRA,2607109,24414
PE|TUPARETAMA,2615904,26174
PE|BREJINHO,2602506,23493
PE|TABIRA,2614600,25917
PE|QUIXABA,2611533,23000
PE|SANTA TEREZINHA,2612802,25550
PE|IGUARACI,2606903,24376
PE|SERTANIA,2614105,25810
PE|ARCOVERDE,2601201,23230
PE|IBIMIRIM,2606606,24317
PE|INAJA,2607000,24392
PE|CUSTODIA,2605103,24015
PE|MANARI,2609154,23248
PE|BETANIA,2601805,23353
PE|LAGOA GRANDE,2608750,23183
PE|PETROLINA,2611101,25216
PE|OROCO,2609808,24953
PE|SANTA MARIA DA BOA VISTA,2612604,25518
PE|AFRANIO,2600203,23035
PE|DORMENTES,2605152,23140
PE|TERRA NOVA,2615201,26034
PE|CABROBO,2603009,23590
PE|PETROLANDIA,2611002,25194
PE|CARNAUBEIRA DA PENHA,2603926,23167
PE|TACARATU,2614808,25950
PE|FLORESTA,2605707,24139
PE|JATOBA,2608057,23264
PE|BELEM DO SAO FRANCISCO,2601607,23310
PE|ITACURUBA,2607406,24473
PE|AGUAS BELAS,2600500,23094
PE|VENTUROSA,2616001,26190
PE|PEDRA,2610806,25151
PE|BUIQUE,2602803,23558
PE|TUPANATINGA,2615805,26158
PE|ITAIBA,2607505,24490
PE|GRAVATA,2606408,24279
PE|CACHOEIRINHA,2603108,23612
PE|RIACHO DAS ALMAS,2611705,25330
PE|BREJO DA MADRE DE DEUS,2602605,23515
PE|JATAUBA,2608008,24597
PE|BEZERROS,2601904,23370
PE|CARUARU,2604106,23817
PE|SAO CAITANO,2613107,25615
PE|CAPOEIRAS,2603801,23752
PE|POCAO,2611200,25232
PE|ALAGOINHA,2600609,23116
PE|SANHARO,2612406,25470
PE|TACAIMBO,2614709,25933
PE|PESQUEIRA,2610905,25178
PE|SAO BENTO DO UNA,2613008,25593
PE|BELO JARDIM,2601706,23337
PE|CASINHAS,2604155,23221
PE|SURUBIM,2614501,25895
PE|FREI MIGUELINHO,2605806,24155
PE|SANTA MARIA DO CAMBUCA,2612703,25534
PE|VERTENTE DO LERIO,2616183,23086
PE|VERTENTES,2616209,26239
PE|TAQUARITINGA DO NORTE,2615003,25992
PE|SANTA CRUZ DO CAPIBARIBE,2612505,25496
PE|TORITAMA,2615409,26077
PE|SAO VICENTE FERRER,2613800,25755
PE|LIMOEIRO,2608909,24775
PE|PASSIRA,2610509,25097
PE|OROBO,2609709,24937
PE|JOAO ALFREDO,2608107,24619
PE|MACHADOS,2609105,24813
PE|FEIRA NOVA,2605400,24074
PE|SALGADINHO,2612109,25410
PE|BOM JARDIM,2602209,23434
PE|CUMARU,2604908,23973
PE|GARANHUNS,2606002,24198
PE|PALMEIRINA,2610103,25011
PE|TEREZINHA,2615102,26018
PE|CALCADO,2603306,23655
PE|JUREMA,2608404,24678
PE|JUCATI,2608255,23124
PE|SAO JOAO,2613206,25631
PE|ANGELIM,2601003,23191
PE|BREJAO,2602407,23477
PE|SALOA,2612307,25453
PE|CANHOTINHO,2603702,23736
PE|JUPI,2608305,24651
PE|IATI,2606507,24295
PE|BOM CONSELHO,2602100,23418
PE|CAETES,2603207,23639
PE|CORRENTES,2604700,23930
PE|LAJEDO,2608800,24759
PE|LAGOA DO OURO,2608602,24716
PE|PARANATAMA,2610301,25054
PE|IBIRAJUBA,2606705,24333
PE|BARRA DE GUABIRABA,2601300,23256
PE|BONITO,2602308,23450
PE|SAIRE,2612000,25399
PE|ALTINHO,2600807,23159
PE|SAO JOAQUIM DO MONTE,2613305,25658
PE|AGRESTINA,2600302,23051
PE|CUPIRA,2605004,23990
PE|PANELAS,2610202,25038
PE|CAMOCIM DE SAO FELIX,2603504,23698
PE|LAGOA DOS GATOS,2608701,24732
PE|PAUDALHO,2610608,25119
PE|ALIANCA,2600708,23132
PE|VICENCIA,2616308,26255
PE|CAMUTANGA,2603603,23710
PE|ITAMBE,2607653,25976
PE|CONDADO,2604601,23914
PE|GOIANA,2606200,24236
PE|MACAPARANA,2609006,24791
PE|FERREIROS,2605509,24090
PE|TIMBAUBA,2615300,26050
PE|ITAQUITINGA,2607802,24554
PE|NAZARE DA MATA,2609501,24899
PE|CARPINA,2604007,23795
PE|TRACUNHAEM,2615508,26093
PE|BUENOS AIRES,2602704,23531
PE|LAGOA DO CARRO,2608453,23027
PE|LAGOA DE ITAENGA,2608503,24694
PE|CHA DE ALEGRIA,2604403,23876
PE|VITORIA DE SANTO ANTAO,2616407,26271
PE|POMBOS,2611309,25259
PE|GLORIA DO GOITA,2606101,24210
PE|CHA GRANDE,2604502,23892
PE|BELEM DE MARIA,2601508,23299
PE|JOAQUIM NABUCO,2608206,24635
PE|XEXEU,2616506,23060
PE|CATENDE,2604205,23833
PE|AGUA PRETA,2600401,23078
PE|GAMELEIRA,2605905,24171
PE|MARAIAL,2609204,24830
PE|SAO BENEDITO DO SUL,2612901,25577
PE|PALMARES,2610004,24996
PE|JAQUEIRA,2607950,23302
PE|BARREIROS,2601409,23272
PE|TAMANDARE,2614857,23280
PE|SAO JOSE DA COROA GRANDE,2613404,25674
PE|RIO FORMOSO,2611903,25372
PE|SIRINHAEM,2614204,25836
PE|QUIPAPA,2611507,25291
PE|RIBEIRAO,2611804,25356
PE|PRIMAVERA,2611408,25275
PE|AMARAJI,2600906,23175
PE|CORTES,2604809,23957
PE|ESCADA,2605202,24031
PE|ARACOIABA,2601052,23205
PE|IGARASSU,2606804,24350
PE|ITAPISSUMA,2607752,26336
PE|ILHA DE ITAMARACA,2607604,24511
PE|RECIFE,2611606,25313
PE|ABREU E LIMA,2600054,26310
PE|JABOATAO DOS GUARARAPES,2607901,24570
PE|OLINDA,2609600,24910
PE|SAO LOURENCO DA MATA,2613701,25739
PE|PAULISTA,2610707,25135
PE|MORENO,2609402,24872
PE|CAMARAGIBE,2603454,26298
PE|CABO DE SANTO AGOSTINHO,2602902,23574
PE|IPOJUCA,2607208,24430
PE|FERNANDO DE NORONHA,2605459,30015
AL|MATA GRANDE,2705002,27995
AL|AGUA BRANCA,2700102,27014
AL|PARICONHA,2706422,27022
AL|INHAPI,2703304,27650
AL|CANAPI,2701605,27316
AL|OLHO D AGUA DO CASADO,2705804,28150
AL|DELMIRO GOUVEIA,2702405,27472
AL|PIRANHAS,2707107,28410
AL|CARNEIROS,2701803,27359
AL|POCO DAS TRINCHEIRAS,2707206,28436
AL|SENADOR RUI PALMEIRA,2708956,28916
AL|OURO BRANCO,2706109,28215
AL|SANTANA DO IPANEMA,2708006,28592
AL|DOIS RIACHOS,2702504,27499
AL|MARAVILHA,2704609,27910
AL|SAO JOSE DA TAPERA,2708402,28673
AL|PALESTINA,2706208,28231
AL|PAO DE ACUCAR,2706406,28274
AL|JARAMATAIA,2703700,27731
AL|MAJOR ISIDORO,2704401,27871
AL|OLIVENCA,2706000,28193
AL|BATALHA,2700706,27138
AL|OLHO D AGUA DAS FLORES,2705705,28134
AL|MONTEIROPOLIS,2705408,28070
AL|BELO MONTE,2700904,27170
AL|JACARE DOS HOMENS,2703403,27677
AL|MAR VERMELHO,2704906,27979
AL|TANQUE D ARCA,2709004,28797
AL|MARIBONDO,2704807,27952
AL|BELEM,2700805,27154
AL|PAULO JACINTO,2706604,28312
AL|CACIMBINHAS,2701209,27235
AL|QUEBRANGULO,2707602,28517
AL|MINADOR DO NEGRAO,2705309,28053
AL|PALMEIRA DOS INDIOS,2706307,28258
AL|ESTRELA DE ALAGOAS,2702553,27049
AL|IGACI,2703106,27618
AL|ARAPIRACA,2700300,27057
AL|TAQUARANA,2709103,28819
AL|GIRAU DO PONCIANO,2702900,27570
AL|CAMPO GRANDE,2701506,27294
AL|COITE DO NOIA,2702009,27391
AL|LAGOA DA CANOA,2704104,27812
AL|LIMOEIRO DE ANADIA,2704203,27839
AL|CRAIBAS,2702355,28894
AL|FEIRA GRANDE,2702603,27510
AL|SAO SEBASTIAO,2708808,28754
AL|SAO BRAS,2708204,28630
AL|OLHO D AGUA GRANDE,2705903,28177
AL|TRAIPU,2709202,28835
AL|IBATEGUARA,2703007,27596
AL|SANTANA DO MUNDAU,2708105,28614
AL|UNIAO DOS PALMARES,2709301,28851
AL|SAO JOSE DA LAJE,2708303,28657
AL|CHA PRETA,2701902,27375
AL|PINDOBA,2707008,28398
AL|VICOSA,2709400,28878
AL|MESSIAS,2705200,28037
AL|FLEXEIRAS,2702801,27553
AL|JOAQUIM GOMES,2703809,27758
AL|SAO LUIS DO QUITUNDE,2708501,28690
AL|NOVO LINO,2705606,28118
AL|PORTO CALVO,2707305,28452
AL|JUNDIA,2703908,27774
AL|MATRIZ DE CAMARAGIBE,2705101,28010
AL|COLONIA LEOPOLDINA,2702108,27413
AL|JACUIPE,2703502,27693
AL|CAMPESTRE,2701357,27081
AL|BRANQUINHA,2701100,27219
AL|MURICI,2705507,28096
AL|CAPELA,2701704,27332
AL|CAJUEIRO,2701308,27251
AL|ATALAIA,2700409,27073
AL|SAO MIGUEL DOS MILAGRES,2708709,28738
AL|MARAGOGI,2704500,27898
AL|JAPARATINGA,2703601,27715
AL|PASSO DE CAMARAGIBE,2706505,28290
AL|PORTO DE PEDRAS,2707404,28479
AL|MARECHAL DEODORO,2704708,27936
AL|PARIPUEIRA,2706448,27006
AL|COQUEIRO SECO,2702207,27430
AL|BARRA DE SANTO ANTONIO,2700508,27090
AL|SANTA LUZIA DO NORTE,2707909,28576
AL|MACEIO,2704302,27855
AL|SATUBA,2708907,28770
AL|RIO LARGO,2707701,28533
AL|BARRA DE SAO MIGUEL,2700607,27111
AL|PILAR,2706901,28371
AL|CORURIPE,2702306,27456
AL|BOCA DA MATA,2701001,27197
AL|ROTEIRO,2707800,28550
AL|CAMPO ALEGRE,2701407,27278
AL|JEQUIA DA PRAIA,2703759,27065
AL|ANADIA,2700201,27030
AL|SAO MIGUEL DOS CAMPOS,2708600,28711
AL|TEOTONIO VILELA,2709152,28932
AL|JUNQUEIRO,2704005,27790
AL|FELIZ DESERTO,2702702,27537
AL|IGREJA NOVA,2703205,27634
AL|PORTO REAL DO COLEGIO,2707503,28495
AL|PENEDO,2706703,28339
AL|PIACABUCU,2706802,28355
SE|GARARU,2802403,31496
SE|MONTE ALEGRE DE SERGIPE,2804201,31836
SE|NOSSA SENHORA DA GLORIA,2804508,31895
SE|PORTO DA FOLHA,2805604,32115
SE|GRACHO CARDOSO,2802601,31518
SE|ITABI,2803104,31615
SE|POCO REDONDO,2805406,32077
SE|CANINDE DE SAO FRANCISCO,2801207,31232
SE|FEIRA NOVA,2802205,31437
SE|NOSSA SENHORA APARECIDA,2804458,31356
SE|RIBEIROPOLIS,2806008,32190
SE|CARIRA,2801405,31275
SE|PEDRA MOLE,2805000,31992
SE|PINHAO,2805208,32034
SE|FREI PAULO,2802304,31453
SE|NOSSA SENHORA DAS DORES,2804607,31917
SE|CUMBE,2801900,31372
SE|MALHADA DOS BOIS,2803807,31755
SE|AQUIDABA,2800209,31038
SE|MURIBECA,2804300,31852
SE|SAO MIGUEL DO ALEIXO,2807006,32395
SE|ITABAIANA,2802908,31577
SE|SAO DOMINGOS,2806800,32352
SE|MOITA BONITA,2804102,31810
SE|MALHADOR,2803906,31771
SE|CAMPO DO BRITO,2801009,31194
SE|MACAMBIRA,2803708,31739
SE|AREIA BRANCA,2800506,31097
SE|POCO VERDE,2805505,32093
SE|TOBIAS BARRETO,2807402,32476
SE|SIMAO DIAS,2807105,32417
SE|LAGARTO,2803500,31690
SE|RIACHAO DO DANTAS,2805802,32158
SE|NEOPOLIS,2804409,31879
SE|CANHOBA,2801108,31216
SE|CEDRO DE SAO JOAO,2801603,31313
SE|SANTANA DO SAO FRANCISCO,2806404,31003
SE|TELHA,2807303,32450
SE|PROPRIA,2805703,32131
SE|BREJO GRANDE,2800704,31135
SE|AMPARO DE SAO FRANCISCO,2800100,31011
SE|ILHA DAS FLORES,2802700,31534
SE|NOSSA SENHORA DE LOURDES,2804706,31933
SE|CAPELA,2801306,31259
SE|DIVINA PASTORA,2802007,31399
SE|SANTA ROSA DE LIMA,2806503,32298
SE|SIRIRI,2807204,32433
SE|PIRAMBU,2805307,32050
SE|JAPARATUBA,2803302,31658
SE|PACATUBA,2804904,31976
SE|SAO FRANCISCO,2806909,32379
SE|JAPOATA,2803401,31674
SE|LARANJEIRAS,2803609,31712
SE|ROSARIO DO CATETE,2806107,32212
SE|GENERAL MAYNARD,2802502,31470
SE|CARMOPOLIS,2801504,31291
SE|RIACHUELO,2805901,32174
SE|MARUIM,2804003,31798
SE|SANTO AMARO DAS BROTAS,2806602,32310
SE|SAO CRISTOVAO,2806701,32336
SE|NOSSA SENHORA DO SOCORRO,2804805,31950
SE|ARACAJU,2800308,31054
SE|BARRA DOS COQUEIROS,2800605,31119
SE|CRISTINAPOLIS,2801702,31330
SE|UMBAUBA,2807600,32514
SE|BOQUIM,2800670,31151
SE|TOMAR DO GERU,2807501,32492
SE|ITABAIANINHA,2803005,31593
SE|PEDRINHAS,2805109,32018
SE|ARAUA,2800407,31070
SE|SALGADO,2806206,32239
SE|ITAPORANGA D AJUDA,2803203,31631
SE|INDIAROBA,2802809,31550
SE|ESTANCIA,2802106,31410
SE|SANTA LUZIA DO ITANHY,2806305,32255
BA|BARREIRAS,2903201,33634
BA|SAO DESIDERIO,2928901,38776
BA|BAIANOPOLIS,2902500,33499
BA|LUIS EDUARDO MAGALHAES,2919553,30007
BA|CATOLANDIA,2907400,34479
BA|FORMOSA DO RIO PRETO,2911105,35211
BA|RIACHAO DAS NEVES,2926202,38253
BA|COTEGIPE,2909406,34878
BA|SANTA RITA DE CASSIA,2928406,35491
BA|ANGICAL,2901403,33278
BA|TABOCAS DO BREJO VELHO,2930907,39179
BA|CRISTOPOLIS,2909703,34932
BA|BREJOLANDIA,2904407,33871
BA|WANDERLEY,2933455,39993
BA|MANSIDAO,2920452,39772
BA|SERRA DOURADA,2930303,39055
BA|SANTANA,2928208,38652
BA|CANAPOLIS,2906105,34215
BA|COCOS,2908101,34614
BA|JABORANDI,2917359,30678
BA|SAO FELIX DO CORIBE,2929057,38822
BA|SANTA MARIA DA VITORIA,2928109,38636
BA|CORRENTINA,2909307,34851
BA|CORIBE,2909109,34819
BA|CURACA,2909901,34975
BA|REMANSO,2926004,38210
BA|SOBRADINHO,2930774,39985
BA|CASA NOVA,2907202,34436
BA|CAMPO ALEGRE DE LOURDES,2905909,34177
BA|PILAO ARCADO,2924405,37893
BA|JUAZEIRO,2918407,36692
BA|SENTO SE,2930204,39039
BA|PAULO AFONSO,2924009,37818
BA|ABARE,2900207,33030
BA|RODELAS,2927101,38431
BA|MACURURE,2919900,36994
BA|CHORROCHO,2907707,34533
BA|GLORIA,2911402,35270
BA|ITAGUACU DA BAHIA,2915353,36080
BA|BURITIRAMA,2904753,30791
BA|IBOTIRAMA,2913200,35653
BA|BARRA,2902708,33537
BA|MUQUEM DE SAO FRANCISCO,2922250,37460
BA|XIQUE XIQUE,2933604,39713
BA|MORPARA,2921609,37338
BA|FEIRA DA MATA,2910776,35149
BA|CARINHANHA,2907103,34410
BA|BOM JESUS DA LAPA,2903904,33774
BA|SITIO DO MATO,2930758,39144
BA|SERRA DO RAMALHO,2930154,39047
BA|PARATINGA,2923704,37753
BA|PINDOBACU,2924603,37931
BA|ANTONIO GONCALVES,2901809,33359
BA|SENHOR DO BONFIM,2930105,39012
BA|CAMPO FORMOSO,2906006,34193
BA|ANDORINHA,2901353,33260
BA|JAGUARARI,2917706,36552
BA|ITIUBA,2917003,36412
BA|FILADELFIA,2910859,30910
BA|UMBURANAS,2932457,39489
BA|CENTRAL,2907608,34517
BA|JOAO DOURADO,2918357,30996
BA|LAPAO,2919157,39730
BA|IBITITA,2913101,35637
BA|BARRA DO MENDES,2903003,33596
BA|UIBAI,2932408,39470
BA|MULUNGU DO MORRO,2922052,37427
BA|BARRO ALTO,2903235,30759
BA|CANARANA,2906204,34231
BA|AMERICA DOURADA,2901155,30716
BA|CAFARNAUM,2905305,34053
BA|IRECE,2914604,35939
BA|IBIPEBA,2912400,35475
BA|SAO GABRIEL,2929255,39896
BA|PRESIDENTE DUTRA,2925600,38130
BA|JUSSARA,2918506,36714
BA|GENTIO DO OURO,2911303,35254
BA|SOUTO SOARES,2930808,39152
BA|IRAQUARA,2914406,35890
BA|MORRO DO CHAPEU,2921708,37354
BA|PONTO NOVO,2925253,38067
BA|PIRITIBA,2924801,37974
BA|OUROLANDIA,2923357,37680
BA|CAPIM GROSSO,2906873,30830
BA|SAUDE,2929800,38954
BA|MIGUEL CALMON,2921203,37257
BA|MIRANGABA,2921401,37290
BA|VARZEA DO POCO,2933109,39616
BA|SAO JOSE DO JACUIPE,2929370,38865
BA|QUIXABEIRA,2925931,39845
BA|JACOBINA,2917508,36510
BA|CAEM,2905107,34010
BA|CALDEIRAO GRANDE,2905503,34096
BA|VARZEA NOVA,2933158,39950
BA|SERROLANDIA,2930600,39110
BA|BAIXA GRANDE,2902609,33510
BA|MACAJUBA,2919603,36935
BA|MAIRI,2920106,37036
BA|VARZEA DA ROCA,2933059,39977
BA|MUNDO NOVO,2922102,37435
BA|TAPIRAMUTA,2931301,39250
BA|ITABERABA,2914703,35955
BA|RUY BARBOSA,2927200,38458
BA|IBIQUERA,2912608,35530
BA|LAJEDINHO,2919009,36811
BA|IACU,2911907,35378
BA|BOA VISTA DO TUPIM,2903805,33758
BA|PEDRAO,2924108,37834
BA|TEODORO SAMPAIO,2931400,39276
BA|ELISIO MEDRADO,2910305,35050
BA|ITATIM,2916856,36382
BA|SANTA TERESINHA,2928505,38695
BA|IRARA,2914505,35912
BA|SANTA BARBARA,2927507,38512
BA|SANTANOPOLIS,2928307,38679
BA|CONCEICAO DO JACUIPE,2908507,34690
BA|CONCEICAO DA FEIRA,2908200,34630
BA|ANGUERA,2901502,33294
BA|IPIRA,2914000,35815
BA|PINTADAS,2924652,39837
BA|RAFAEL JAMBEIRO,2925956,39853
BA|SANTO ESTEVAO,2928802,38750
BA|ANTONIO CARDOSO,2901700,33332
BA|SERRA PRETA,2930402,39071
BA|IPECAETA,2913804,35777
BA|FEIRA DE SANTANA,2910800,35157
BA|SAO GONCALO DOS CAMPOS,2929305,38857
BA|AGUA FRIA,2900405,33073
BA|OURICANGAS,2923308,37672
BA|TANQUINHO,2931103,39217
BA|CORACAO DE MARIA,2908903,34770
BA|SANTA BRIGIDA,2927606,38539
BA|SITIO DO QUINTO,2930766,39900
BA|CORONEL JOAO SA,2909208,34835
BA|JEREMOABO,2918100,36633
BA|PEDRO ALEXANDRE,2924207,37850
BA|UAUA,2932002,39390
BA|TUCANO,2931905,39373
BA|QUIJINGUE,2925907,38199
BA|CANSANCAO,2906808,34355
BA|CANUDOS,2906824,30856
BA|EUCLIDES DA CUNHA,2910701,35130
BA|MONTE SANTO,2921500,37311
BA|QUEIMADAS,2925808,38172
BA|NORDESTINA,2922656,39799
BA|ITAPICURU,2916500,36315
BA|CIPO,2907905,34576
BA|BANZAE,2902658,33529
BA|RIBEIRA DO AMPARO,2926509,38318
BA|OLINDINA,2923100,37630
BA|RIBEIRA DO POMBAL,2926608,38334
BA|NOVA SOURE,2922904,37591
BA|FATIMA,2910750,30899
BA|CICERO DANTAS,2907806,34550
BA|ADUSTINA,2900355,33065
BA|PARIPIRANGA,2923803,37770
BA|ANTAS,2901601,33316
BA|HELIOPOLIS,2911857,30970
BA|NOVO TRIUNFO,2923050,37621
BA|NOVA FATIMA,2922730,37567
BA|RIACHAO DO JACUIPE,2926301,38270
BA|ICHU,2913309,35670
BA|LAMARAO,2919108,36838
BA|CAPELA DO ALTO ALEGRE,2906857,30813
BA|CANDEAL,2906402,34274
BA|PE DE SERRA,2924058,39810
BA|GAVIAO,2911253,30937
BA|RETIROLANDIA,2926103,38237
BA|SANTALUZ,2928000,38610
BA|CONCEICAO DO COITE,2908408,34673
BA|SAO DOMINGOS,2928950,38806
BA|VALENTE,2933000,39594
BA|TEOFILANDIA,2931509,39292
BA|BIRITINGA,2903607,33715
BA|SERRINHA,2930501,39098
BA|BARROCAS,2903276,30775
BA|ARACI,2902104,33413
BA|ALAGOINHAS,2900702,33138
BA|APORA,2901908,33375
BA|ARAMARI,2902203,33430
BA|SATIRO DIAS,2929701,38938
BA|INHAMBUPE,2913705,35750
BA|CRISOPOLIS,2909604,34916
BA|ACAJUTIBA,2900306,33057
BA|ARACAS,2902054,33383
BA|RIO REAL,2927002,38415
BA|CARDEAL DA SILVA,2907004,34398
BA|ENTRE RIOS,2910503,35092
BA|JANDAIRA,2917904,36595
BA|ESPLANADA,2910602,35114
BA|CONDE,2908606,34711
BA|SAO SEBASTIAO DO PASSE,2929503,38890
BA|POJUCA,2925204,38059
BA|TERRA NOVA,2931707,39330
BA|MATA DE SAO JOAO,2921005,37214
BA|ITANAGRA,2915908,36196
BA|CATU,2907509,34495
BA|AMELIA RODRIGUES,2901106,33219
BA|SANTO AMARO,2928604,38717
BA|SAUBARA,2929750,38946
BA|DOM MACEDO COSTA,2910206,35033
BA|MUNIZ FERREIRA,2922201,37451
BA|SANTO ANTONIO DE JESUS,2928703,38733
BA|VARZEDO,2933174,39624
BA|MURITIBA,2922300,37478
BA|SAPEACU,2929602,38911
BA|CRUZ DAS ALMAS,2909802,34959
BA|SAO FELIX,2929008,38792
BA|SAO FELIPE,2929107,38814
BA|CACHOEIRA,2904902,33979
BA|GOVERNADOR MANGABEIRA,2911600,35319
BA|CONCEICAO DO ALMEIDA,2908309,34657
BA|CASTRO ALVES,2907301,34452
BA|CABACEIRAS DO PARAGUACU,2904852,33960
BA|ARATUIPE,2902302,33456
BA|NAZARE,2922508,37516
BA|MARAGOGIPE,2920601,37133
BA|SALINAS DA MARGARIDA,2927309,38474
BA|JAGUARIPE,2917805,36579
BA|MADRE DE DEUS,2919926,39748
BA|SALVADOR,2927408,38490
BA|DIAS D AVILA,2910057,30872
BA|CAMACARI,2905701,34134
BA|LAURO DE FREITAS,2919207,36854
BA|CANDEIAS,2906501,34290
BA|SIMOES FILHO,2930709,39136
BA|SAO FRANCISCO DO CONDE,2929206,38830
BA|ITAPARICA,2916104,36234
BA|VERA CRUZ,2933208,39632
BA|CATURAMA,2907558,34509
BA|BOTUPORA,2904209,33839
BA|TANQUE NOVO,2931053,39918
BA|IBIPITANGA,2912509,35513
BA|MACAUBAS,2919801,36978
BA|BOQUIRA,2904100,33812
BA|BROTAS DE MACAUBAS,2904506,33898
BA|OLIVEIRA DOS BREJINHOS,2923209,37656
BA|IPUPIARA,2914109,35831
